key,n,declared_orientation,spearman_cpvi,spearman_ci,spearman_shuffled,spearman_shuffled_ci,spearman_corrected,spearman_corrected_ci,auroc_low_cpvi,auroc_failure
info,2597,-1.0,-0.01190687794399256,"(-0.1267662220129585, 0.12291547465756987)",0.04053525934227638,"(-0.035748347980813486, 0.1171866072557431)",-0.05244213728626894,"(-0.2008352730372137, 0.10023244467474185)",0.6449610841136264,0.24616161616161616
fail,2597,-1.0,0.01190687794399256,"(-0.12291547465756993, 0.12676622201295842)",-0.04053525934227638,"(-0.1171866072557431, 0.03574834798081343)",0.05244213728626894,"(-0.10023244467474186, 0.20083527303721369)",0.35503891588637354,0.7538383838383838
cosine,2597,-1.0,0.06980817198516027,"(-0.023919080291685782, 0.17531003812717438)",0.07693534180308753,"(0.002463032475691554, 0.14927566943800313)",-0.007127169817927256,"(-0.12312971500221523, 0.12372871894098551)",0.6022168227252973,0.4305196896501245
