condition,n_handoffs,median_cpvi,low_cpvi_no_progress,low_cpvi_progress,high_cpvi_no_progress,high_cpvi_progress,absent_signal_rate,absent_signal_ci,unused_signal_rate,unused_signal_ci
C0,843,0.41768437956763604,215,217,379,32,0.25504151838671413,"(0.1662718699367585, 0.34083612040133776)",0.44958481613285883,"(0.31183416442910117, 0.5933987977050418)"
C1,576,0.44010674968825836,178,110,9,279,0.3090277777777778,"(0.23250608105007115, 0.37828325288811515)",0.015625,"(0.006479132531466448, 0.025134910354934037)"
