condition,n_episodes,n_handoffs,success_rate,success_ci,mean_steps,mean_collisions,mean_cpvi,cpvi_ci,mean_pvi,pvi_cpvi_gap,mean_control_cpvi,selectivity,mean_cpvi_sd
C0,24,1013,0.4166666666666667,"(0.25, 0.625)",42.208333333333336,9.958333333333334,0.18761400801512915,"(0.11529137873132886, 0.24882566341914125)",0.27275189159257646,0.08513788357744731,-0.0023855561828464047,0.18999956419797556,0.028183059337225185
