condition,n_episodes,n_handoffs,success_rate,success_ci,mean_steps,mean_collisions,mean_cpvi,cpvi_ci,mean_pvi,pvi_cpvi_gap,mean_control_cpvi,selectivity,mean_cpvi_sd
C0,24,724,0.2916666666666667,"(0.125, 0.5)",30.166666666666668,4.875,0.21496593974634415,"(0.1557280552265302, 0.2717371698514261)",0.2807396812721126,0.06577374152576843,-0.001712445110327186,0.21667838485667135,0.012095045019810959
