condition,n_episodes,n_handoffs,success_rate,success_ci,mean_steps,mean_collisions,mean_cpvi,cpvi_ci,mean_pvi,pvi_cpvi_gap,mean_control_cpvi,selectivity,mean_cpvi_sd
C0,60,2597,0.23333333333333334,"(0.13333333333333333, 0.35)",43.28333333333333,8.4,0.1853053724486559,"(0.15155950186049832, 0.21657702615534347)",0.2695028262148905,0.08419745376623464,-0.0015838630667102634,0.18688923551536615,0.03002398856785284
