condition,n_episodes,n_handoffs,success_rate,success_ci,mean_steps,mean_collisions,mean_cpvi,cpvi_ci,mean_pvi,pvi_cpvi_gap,mean_control_cpvi,selectivity,mean_cpvi_sd
C0,60,2759,0.15,"(0.06666666666666667, 0.2615552895938398)",45.983333333333334,5.533333333333333,0.1214608361609756,"(0.08640175466693385, 0.15930237937346262)",0.22988509935561055,0.10842426319463495,-0.0022601546965331596,0.12372099085750876,0.02867995888227761
