n,pearson_r,spearman_rho,ba_bias,ba_loa_low,ba_loa_high,n_kl_capped,scope
3419,0.1004939980382695,0.4819627894094126,0.01680263529405482,-0.97939726663557,1.0130025372236797,0,pooled
803,0.25916550984047243,0.5914874970119113,0.09024482151334028,-0.8014710809849599,0.9819607240116404,0,C0
1000,-0.7631680123372622,-0.057790539084398164,-0.11003078649919609,-1.0807722255210368,0.8607106525226447,0,C1
926,0.2533895705799333,0.497833355844672,0.0481726517037171,-0.9212157796473488,1.017561083054783,0,C3
690,0.31143426413197833,0.612936293757683,0.07305004263292063,-1.039876688185378,1.1859767734512192,0,C4
